"1988","Num studies:1","","1994","Num studies:1","","1995","Num studies:6","","1996","Num studies:3","","1997","Num studies:3","","1998","Num studies:4","","1999","Num studies:11","","2000","Num studies:20","","2001","Num studies:18","","2002","Num studies:18","","2003","Num studies:39","","2004","Num studies:45","","2005","Num studies:42","","2006","Num studies:54","","2007","Num studies:92","","2008","Num studies:86","","2009","Num studies:111","","2010","Num studies:87","","2011","Num studies:85","","2012","Num studies:90","","2013","Num studies:85","","2014","Num studies:83","","2015","Num studies:100","","2016","Num studies:93","","2017","Num studies:73","","2018","Num studies:87","","2019","Num studies:72","","2020","Num studies:40","","2021","Num studies:38","","2022","Num studies:6","","No Start Date","Num studies:19",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","space",1,"0.002024127601003967%","","","","e-prime",1,"0.0035608731260905174%","","","","analyze",1,"0.0067613252197430695%","occult",1,"0.00462962962962963%","endothelia",1,"0.0019974033756117045%","manipulation",1,"0.0006956231392081025%","neuroinflammation",1,"0.0023980815347721825%","cease",1,"0.0012620526023524661%","game",1,"0.003374046831770025%","correlate",1,"0.0015284910736121302%","investigations",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ligands",1,"0.002024127601003967%","","","","ai",1,"0.0035608731260905174%","","","","numbers",1,"0.0067613252197430695%","unlikely",1,"0.00462962962962963%","ad-associated",1,"0.0019974033756117045%","automated",1,"0.0006956231392081025%","maps",1,"0.0023980815347721825%","6-week",1,"0.0012620526023524661%","suitability",1,"0.003374046831770025%","3b",1,"0.0015284910736121302%","largely",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","toward",1,"0.002024127601003967%","","","","initiative",1,"0.0035608731260905174%","","","","captured",1,"0.0067613252197430695%","autopsy",1,"0.00462962962962963%","race-dependent",1,"0.0019974033756117045%","seamless",1,"0.0006956231392081025%","generated",1,"0.0023980815347721825%","intent-to-treat",1,"0.0012620526023524661%","prototype",1,"0.003374046831770025%","degree",1,"0.0015284910736121302%","attempted",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","probability",1,"0.003283856561145409%","","","","blunting",1,"0.0035608731260905174%","","","","populations",1,"0.0067613252197430695%","considerations",1,"0.00462962962962963%","build",1,"0.0019974033756117045%","downloads",1,"0.0006956231392081025%","distinct",1,"0.0023980815347721825%","itt",1,"0.0012620526023524661%","features",1,"0.003374046831770025%","lesser",1,"0.0015284910736121302%","conflicting",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","progressing",1,"0.003283856561145409%","","","","becomes",1,"0.0035608731260905174%","","","","progressing",1,"0.0039478878799842085%","middle-",1,"0.00462962962962963%","recruiting",1,"0.0019974033756117045%","packages",1,"0.0006956231392081025%","subgroups",1,"0.0023980815347721825%","observation",1,"0.0012620526023524661%","instructional",1,"0.003374046831770025%","maps",1,"0.0015284910736121302%","accounted",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dementing",1,"0.003283856561145409%","","","","colorized",1,"0.0035608731260905174%","","","","immunoglobulins",1,"0.0039478878799842085%","late-20s",1,"0.00462962962962963%","emory",1,"0.0019974033756117045%","importing",1,"0.0006956231392081025%","novelty",1,"0.0023980815347721825%","world",1,"0.003786157807057398%","modules",1,"0.003374046831770025%","interest",1,"0.0015284910736121302%","blunt",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","begin",1,"0.003283856561145409%","","","","geometric",1,"0.0035608731260905174%","","","","ivig",1,"0.0039478878799842085%","consideration",1,"0.00462962962962963%","registry",1,"0.0019974033756117045%","external",1,"0.0006956231392081025%","pathway",1,"0.0023980815347721825%","careful",1,"0.003786157807057398%","visualizations",1,"0.003374046831770025%","concomitantly",1,"0.0015284910736121302%","unlike",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","adopt",1,"0.003283856561145409%","","","","appears",1,"0.0035608731260905174%","","","","document",1,"0.0039478878799842085%","30-49",1,"0.00462962962962963%","remembrance",1,"0.0019974033756117045%","sources",1,"0.0006956231392081025%","beta-amyloid",1,"0.0023980815347721825%","cooperative",1,"0.003786157807057398%","rewards",1,"0.003374046831770025%","wednesday",1,"0.0015284910736121302%","characterizing",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","illness",1,"0.003283856561145409%","","","","disappears",1,"0.0035608731260905174%","","","","labs",1,"0.0039478878799842085%","3-treatment",1,"0.03003003003003003%","intercellular",1,"0.0019974033756117045%","online",1,"0.0006956231392081025%","validating",1,"0.0023980815347721825%","cgic",1,"0.003786157807057398%","gardens",1,"0.003374046831770025%","impactful",1,"0.0015284910736121302%","temporarily",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","spousal",1,"0.003283856561145409%","","","","automatically",1,"0.0035608731260905174%","","","","14",1,"0.0039478878799842085%","api-capsule",1,"0.03003003003003003%","adhesion",1,"0.0019974033756117045%","exported",1,"0.0006956231392081025%","predicted",1,"0.0023980815347721825%","measuring",1,"0.003786157807057398%","comment",1,"0.003374046831770025%","manuscript",1,"0.0015284910736121302%","prompts",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","protect",1,"0.003283856561145409%","","","","seconds",1,"0.0035608731260905174%","","","","missed",1,"0.0039478878799842085%","fed",1,"0.03003003003003003%","icam1",1,"0.0019974033756117045%","pdf",1,"0.0006956231392081025%","precisely",1,"0.0023980815347721825%","electrolyte",1,"0.003786157807057398%","creative",1,"0.003374046831770025%","proof-of-concept",1,"0.0015284910736121302%","neurotrophin",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","spouses'",1,"0.003283856561145409%","","","","replaced",1,"0.0035608731260905174%","","","","72",1,"0.0039478878799842085%","4-period",1,"0.00322061191626409%","uniquely",1,"0.0019974033756117045%","printed",1,"0.0006956231392081025%","adaptative",1,"0.0023980815347721825%","panels",1,"0.003786157807057398%","enjoyment",1,"0.003374046831770025%","fixed-dose",1,"0.008841732979664015%","transient",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ideal",1,"0.003283856561145409%","","","","stimulation1",1,"0.0035608731260905174%","","","","takes",1,"0.0039478878799842085%","inconclusive",1,"0.00322061191626409%","16-20",1,"0.0019974033756117045%","off-line",1,"0.0006956231392081025%","anticipate",1,"0.0023980815347721825%","electrocardiograms",1,"0.003786157807057398%","vigorous",1,"0.003374046831770025%","inclusive",1,"0.008841732979664015%","drive",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","implement",1,"0.003283856561145409%","","","","alarm",1,"0.0035608731260905174%","","","","excluded",1,"0.0039478878799842085%","dropping",1,"0.00322061191626409%","downstream",1,"0.0019974033756117045%","hard",1,"0.0006956231392081025%","assembling",1,"0.0023980815347721825%","examining",1,"0.003786157807057398%","android",1,"0.003374046831770025%","residing",1,"0.008841732979664015%","adaptation",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","preventive",1,"0.003283856561145409%","","","","stimulation2",1,"0.0035608731260905174%","","","","discontinued",1,"0.0039478878799842085%","2-period",1,"0.00322061191626409%","abeta-degrading",1,"0.0019974033756117045%","copy",1,"0.0006956231392081025%","surrogate",1,"0.0023980815347721825%","dair",1,"0.003786157807057398%","smartphone",1,"0.003374046831770025%","non-institutionalized",1,"0.008841732979664015%","characterize",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","others",1,"0.003283856561145409%","","","","made",1,"0.007634753397465261%","","","","continues",1,"0.0039478878799842085%","gastrointestinal",1,"0.00322061191626409%","true",1,"0.0019974033756117045%","checks",1,"0.0006956231392081025%","readouts",1,"0.0023980815347721825%","cost-effectiveness",1,"0.003786157807057398%","larger-scale",1,"0.003374046831770025%","gathered",1,"0.008841732979664015%","nondemented",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","attention-matched",1,"0.003283856561145409%","","","","structural",1,"0.007634753397465261%","","","","infused",1,"0.0039478878799842085%","gi",1,"0.00322061191626409%","temporal-parietal",1,"0.0019974033756117045%","multi-personnel",1,"0.0006956231392081025%","postulated",1,"0.0023980815347721825%","exam",1,"0.003786157807057398%","fitness",1,"0.003374046831770025%","330",1,"0.008841732979664015%","carry",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","trains",1,"0.003283856561145409%","","","","nonspecific",1,"0.007634753397465261%","","","","two-part",1,"0.0067613252197430695%","6-8",1,"0.00322061191626409%","abeta2",1,"0.0019974033756117045%","evaluators",1,"0.0006956231392081025%","germany",1,"0.0023980815347721825%","initiated",1,"0.003786157807057398%","tracker",1,"0.003374046831770025%","initiatives",1,"0.0038314176245210726%","allele",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","effectively",1,"0.003283856561145409%","","","","crucial",1,"0.007634753397465261%","","","","implement",1,"0.0067613252197430695%","7-day",1,"0.00322061191626409%","pseudo-normalization",1,"0.0019974033756117045%","refusals",1,"0.0006956231392081025%","spain",1,"0.0023980815347721825%","part-way",1,"0.003786157807057398%","investigates",1,"0.010147133434804667%","abroad",1,"0.0038314176245210726%","blunted",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","strengthening",1,"0.003283856561145409%","","","","tms",1,"0.007634753397465261%","","","","pharma-cog",1,"0.0067613252197430695%","washout",1,"0.00322061191626409%","abeta42",1,"0.0019974033756117045%","displays",1,"0.0006956231392081025%","sweden",1,"0.0023980815347721825%","blood-based",1,"0.003786157807057398%","apoe4",1,"0.010147133434804667%","non-interventional",1,"0.0038314176245210726%","derived",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","worsening",1,"0.003283856561145409%","","","","cotra",1,"0.007634753397465261%","","","","phantoms",1,"0.0067613252197430695%","baselines",1,"0.00322061191626409%","broader",1,"0.0019974033756117045%","nature",1,"0.0006956231392081025%","655",1,"0.0023980815347721825%","microrna",1,"0.003786157807057398%","style",1,"0.010147133434804667%","mono-centric",1,"0.0038314176245210726%","neurotrophic",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","department",1,"0.003283856561145409%","","","","symptomatology",1,"0.007634753397465261%","","","","minimize",1,"0.0067613252197430695%","18f-av-45",1,"0.06535947712418301%","ad-spectrum",1,"0.0019974033756117045%","tallied",1,"0.0006956231392081025%","image",1,"0.0023980815347721825%","inflammation",1,"0.003786157807057398%","advisory",1,"0.010147133434804667%","evaluative",1,"0.0038314176245210726%","insulin-like",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","convenient",1,"0.003283856561145409%","","","","reliably",1,"0.007634753397465261%","","","","test-retest",1,"0.0067613252197430695%","radioactivity",1,"0.06535947712418301%","additively",1,"0.0019974033756117045%","purposeless",1,"0.0006956231392081025%","acquisition",1,"0.0023980815347721825%","neuronal",1,"0.003786157807057398%","sensory",1,"0.010147133434804667%","zarit",1,"0.0038314176245210726%","endothelial",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","location",1,"0.003283856561145409%","","","","noninvasively",1,"0.007634753397465261%","","","","wp5",1,"0.0067613252197430695%","intent",1,"0.0035842293906810036%","synergistically",1,"0.0019974033756117045%","movement",1,"0.0006956231392081025%","case-control",1,"0.0030864197530864196%","lipidomics",1,"0.003786157807057398%","ethic",1,"0.010147133434804667%","she",1,"0.0038314176245210726%","expects",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","spouse",1,"0.003283856561145409%","","","","neuroanatomy",1,"0.007634753397465261%","","","","metrics",1,"0.0067613252197430695%","equivalency",1,"0.0035842293906810036%","multi-racial",1,"0.0019974033756117045%","outburst",1,"0.0006956231392081025%","non-diabetic",1,"0.0030864197530864196%","remote",1,"0.011816140848398915%","lectures",1,"0.010147133434804667%","enabled",1,"0.0038314176245210726%","accurately",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","hold",1,"0.007634753397465261%","","","","collecting",1,"0.0067613252197430695%","c11",1,"0.0035842293906810036%","retention",1,"0.05347593582887701%","mood-related",1,"0.0006956231392081025%","sex",1,"0.0030864197530864196%","two-way",1,"0.011816140848398915%","2014",1,"0.010147133434804667%","french",1,"0.0038314176245210726%","insight",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","retained",1,"0.004620004620004619%","","","","harmonize",1,"0.0067613252197430695%","f18",1,"0.0035842293906810036%","dosimetry",1,"0.05347593582887701%","verbalizations",1,"0.0006956231392081025%","simultaneously",1,"0.0030864197530864196%","videoconferencing",1,"0.011816140848398915%","motivation",1,"0.010147133434804667%","pathologies",1,"0.0038314176245210726%","armed",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6-month",1,"0.004620004620004619%","","","","qualify",1,"0.0067613252197430695%","difference",1,"0.0035842293906810036%","non-child",1,"0.01278772378516624%","averaged",1,"0.0006956231392081025%","complications",1,"0.0030864197530864196%","males",1,"0.011816140848398915%","attitudes",1,"0.010147133434804667%","eq-5d",1,"0.0038314176245210726%","field",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","nor",1,"0.004620004620004619%","","","","visiting",1,"0.013218770654329148%","similarity",1,"0.0035842293906810036%","bearing",1,"0.01278772378516624%","settings",1,"0.0006956231392081025%","susceptibility",1,"0.0024630541871921183%","females",1,"0.011816140848398915%","verified",1,"0.010147133434804667%","little",1,"0.0038314176245210726%","optimize",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","systematically",1,"0.004620004620004619%","","","","whatever",1,"0.013218770654329148%","biodistribution",1,"0.0035842293906810036%","non-fertile",1,"0.01278772378516624%","success",1,"0.0006956231392081025%","photo-oxidation",1,"0.0024630541871921183%","60-75",1,"0.011816140848398915%","analyzing",1,"0.010147133434804667%","referring",1,"0.0038314176245210726%","informing",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","relationships",1,"0.004620004620004619%","","","","aetiology",1,"0.013218770654329148%","nonspecific",1,"0.0035842293906810036%","deterioration",1,"0.00904977375565611%","otas",1,"0.0006956231392081025%","age-",1,"0.0024630541871921183%","generation",1,"0.011816140848398915%","phenotype",1,"0.010147133434804667%","avoids",1,"0.0038314176245210726%","precision",1,"0.003314770617873243%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fitness-induced",1,"0.004620004620004619%","","","","consisted",1,"0.010411244143675169%","slightly",1,"0.0035842293906810036%","hinton",1,"0.00904977375565611%","interventionists",1,"0.0006956231392081025%","sex-matched",1,"0.0024630541871921183%","videoconference",1,"0.011816140848398915%","verify",1,"0.010147133434804667%","emotionally",1,"0.0038314176245210726%","doing",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","explore",1,"0.004620004620004619%","","","","one-hour",1,"0.010411244143675169%","pathophysiology",1,"0.0035842293906810036%","engl",1,"0.00904977375565611%","identification",1,"0.0006956231392081025%","ex-vivo",1,"0.0024630541871921183%","practices",1,"0.003037482534475427%","self-reported",1,"0.010147133434804667%","discourse",1,"0.0038314176245210726%","methylphenidate",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","exerts",1,"0.004620004620004619%","","","","lee",1,"0.010411244143675169%","secretase",1,"0.0035842293906810036%","med",1,"0.00904977375565611%","redirections",1,"0.0006956231392081025%","photo-oxidized",1,"0.0024630541871921183%","leveraged",1,"0.003037482534475427%","480",1,"0.003794634386976815%","offer",1,"0.0038314176245210726%","adhd",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","notably",1,"0.004620004620004619%","","","","park",1,"0.010411244143675169%","leading",1,"0.0035842293906810036%","1986",1,"0.00904977375565611%","engaging",1,"0.0006956231392081025%","ghosts",1,"0.0024630541871921183%","variety",1,"0.003037482534475427%","240",1,"0.003794634386976815%","grouping",1,"0.0038314176245210726%","completely",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","high-density",1,"0.004620004620004619%","","","","2009",1,"0.010411244143675169%","debate",1,"0.0035842293906810036%","nat",1,"0.00904977375565611%","home-based",1,"0.0006956231392081025%","quantified",1,"0.0024630541871921183%","industries",1,"0.003037482534475427%","recurrent",1,"0.003794634386976815%","expectations",1,"0.0038314176245210726%","secure",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lipoprotein",1,"0.004620004620004619%","","","","retrieval",1,"0.010411244143675169%","case",1,"0.0035842293906810036%","rev",1,"0.00904977375565611%","proven",1,"0.0006956231392081025%","fluorometric",1,"0.0024630541871921183%","dramatic",1,"0.003037482534475427%","episodes",1,"0.003794634386976815%","domestic",1,"0.0038314176245210726%","videoconferencing",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c-reactive",1,"0.004620004620004619%","","","","srt",1,"0.010411244143675169%","largely",1,"0.0035842293906810036%","neurol",1,"0.00904977375565611%","palatable",1,"0.0006956231392081025%","induction",1,"0.0024630541871921183%","enables",1,"0.003037482534475427%","mismanaged",1,"0.003794634386976815%","request",1,"0.0038314176245210726%","shipped",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","interleukins",1,"0.004620004620004619%","","","","retention",1,"0.010411244143675169%","clear",1,"0.0035842293906810036%","2013",1,"0.00904977375565611%","adults",1,"0.0006956231392081025%","ultraviolet",1,"0.0024630541871921183%","redesign",1,"0.003037482534475427%","extensively",1,"0.003794634386976815%","question",1,"0.0038314176245210726%","supply",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","il-1a",1,"0.004620004620004619%","","","","span",1,"0.010411244143675169%","pathophysiologic",1,"0.0035842293906810036%","chang",1,"0.00904977375565611%","clinic-based",1,"0.0006956231392081025%","rays",1,"0.0024630541871921183%","efficient",1,"0.003037482534475427%","bacterial",1,"0.003794634386976815%","entourage",1,"0.0038314176245210726%","instructions",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","deranged",1,"0.004620004620004619%","","","","transforming",1,"0.010411244143675169%","finding",1,"0.0035842293906810036%","ly",1,"0.00904977375565611%","calls",1,"0.0006956231392081025%","oxidizing",1,"0.0024630541871921183%","labor",1,"0.003037482534475427%","antimicrobial",1,"0.003794634386976815%","assesses",1,"0.0038314176245210726%","wear",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","hypertension",1,"0.004620004620004619%","","","","self-administered",1,"0.010411244143675169%","targeted",1,"0.0035842293906810036%","dement",1,"0.00904977375565611%","largely",1,"0.0006956231392081025%","agents",1,"0.0024630541871921183%","capital",1,"0.003037482534475427%","multidrug-resistant",1,"0.003794634386976815%","isolation",1,"0.0038314176245210726%","tracker",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","endothelia",1,"0.004620004620004619%","","","","application",1,"0.010411244143675169%","selectively",1,"0.0035842293906810036%","2014",1,"0.00904977375565611%","retain",1,"0.0006956231392081025%","controllable",1,"0.0024630541871921183%","telecommunications",1,"0.003037482534475427%","organisms",1,"0.003794634386976815%","mobilized",1,"0.0038314176245210726%","games",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","precursors",1,"0.004620004620004619%","","","","","","","inhibit",1,"0.0035842293906810036%","remains",1,"0.00904977375565611%","90-day",1,"0.0006956231392081025%","produces",1,"0.0024630541871921183%","long-distance",1,"0.003037482534475427%","colonized",1,"0.003794634386976815%","hospitalized",1,"0.0038314176245210726%","o",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","arteriolosclerosis",1,"0.004620004620004619%","","","","","","","manipulate",1,"0.0035842293906810036%","unclear",1,"0.00904977375565611%","strict",1,"0.0006956231392081025%","irradiation",1,"0.0024630541871921183%","health-related",1,"0.003037482534475427%","terminal",1,"0.003794634386976815%","pattern",1,"0.0038314176245210726%","synchronize",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","deprivation",1,"0.004620004620004619%","","","","","","","load",1,"0.0035842293906810036%","30-60",1,"0.0012857602057216328%","principles",1,"0.0006956231392081025%","moreover",1,"0.0024630541871921183%","government",1,"0.003037482534475427%","comfort",1,"0.003794634386976815%","recovered",1,"0.0038314176245210726%","ipad",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","putative",1,"0.004620004620004619%","","","","","","","molecular",1,"0.0035842293906810036%","30-40",1,"0.0012857602057216328%","walking",1,"0.0006956231392081025%","portion",1,"0.0024630541871921183%","agencies",1,"0.003037482534475427%","stated",1,"0.003794634386976815%","council",1,"0.0038314176245210726%","tablet",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","susceptible",1,"0.004620004620004619%","","","","","","","modality",1,"0.0035842293906810036%","40-50",1,"0.0012857602057216328%","belt",1,"0.0006956231392081025%","µl",1,"0.0024630541871921183%","specialized",1,"0.003037482534475427%","risks",1,"0.003794634386976815%","prevented",1,"0.0038314176245210726%","charge",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lifestyle",1,"0.004620004620004619%","","","","","","","noninvasively",1,"0.0035842293906810036%","50s",1,"0.0012857602057216328%","deemed",1,"0.0006956231392081025%","lipinutragen",1,"0.0024630541871921183%","extending",1,"0.003037482534475427%","burdens",1,"0.003794634386976815%","mediated",1,"0.011380448389666552%","sleeping",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","alterations",1,"0.004620004620004619%","","","","","","","trace",1,"0.0035842293906810036%","universal",1,"0.0012857602057216328%","necessary",1,"0.0006956231392081025%","spin-off",1,"0.0024630541871921183%","scarce",1,"0.003037482534475427%","work-up",1,"0.003794634386976815%","immune",1,"0.011380448389666552%","periodically",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","roles",1,"0.004620004620004619%","","","","","","","injected",1,"0.0035842293906810036%","entire",1,"0.0012857602057216328%","equipment",1,"0.0006956231392081025%","cnr-",1,"0.0024630541871921183%","underserved",1,"0.003037482534475427%","hospitalization",1,"0.003794634386976815%","54861911alz2002",1,"0.011380448389666552%","synching",1,"0.003784438389343022%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fitness-related",1,"0.004620004620004619%","","","","","","","detectors",1,"0.0035842293906810036%","evolves",1,"0.0012857602057216328%","outweigh",1,"0.0006956231392081025%","bologna",1,"0.0024630541871921183%","deployed",1,"0.003037482534475427%","together",1,"0.003794634386976815%","nct02260674",1,"0.011380448389666552%","applicable",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","improvements",1,"0.004620004620004619%","","","","","","","externally",1,"0.0035842293906810036%","modeled",1,"0.0012857602057216328%","risks",1,"0.0006956231392081025%","lipidomic",1,"0.0024630541871921183%","natural",1,"0.003037482534475427%","end-of-life",1,"0.003794634386976815%","54861911alz2003",1,"0.011380448389666552%","popularity",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","brazil",1,"0.005299417064122946%","","","","","","","reconstructed",1,"0.0035842293906810036%","neuroscience",1,"0.0012857602057216328%","today",1,"0.0019495457558388895%","phospholipids",1,"0.0024630541871921183%","inclusive",1,"0.003037482534475427%","threat",1,"0.003794634386976815%","nct02569398",1,"0.011380448389666552%","paucity",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","warrant",1,"0.005299417064122946%","","","","","","","true",1,"0.0035842293906810036%","prognostic",1,"0.0012857602057216328%","mostly",1,"0.0019495457558388895%","saturated",1,"0.0024630541871921183%","broader",1,"0.003037482534475427%","410",1,"0.003794634386976815%","54861911alz2004",1,"0.011380448389666552%","preventing",1,"0.0030525030525030525%","","","","","","","","","","","",""
